route_number,location,stop_id,lat,lng
54A,Irving Park + Kilpatrick (West Leg),14552,41.953522,-87.745405
54A,Irving Park + Kostner,17865,41.953665,-87.738585
54A,Irving Park + Ohare Blue Line (54a +80),5711,41.953728,-87.730432
54A,Irving Park + Tripp,5713,41.953633,-87.73377
54A,Old Orchard Mall - Bloomingdales,3575,42.06078775,-87.75117025
54A,Old Orchard Mall - Macys,3574,42.059363,-87.750443
54A,Old Orchard Rd & Lawler,10446,42.062622,-87.752447
54A,Old Orchard Rd & Lockwood,10447,42.06263,-87.758677
54A,Old Orchard Rd & Skokie Court House,10450,42.063281,-87.7674675
54A,Old Orchard Rd & Woods,10448,42.062725,-87.76068
54A,Skokie Blvd & Crain,10444,42.038843,-87.747058
54A,Skokie Blvd & Emerson,3569,42.052163,-87.746755
54A,Skokie Blvd & Fargo,10435,42.016448,-87.747677
54A,Skokie Blvd & Foster,3570,42.053752,-87.746723
54A,Skokie Blvd & Greenleaf,10443,42.037,-87.747122
54A,Skokie Blvd & Gross Point,3568,42.050375,-87.746787
54A,Skokie Blvd & Howard,10437,42.01961,-87.747567
54A,Skokie Blvd & Lee,10442,42.035227,-87.747168
54A,Skokie Blvd & Lincoln,10436,42.017973,-87.74763
54A,Skokie Blvd & Madison,10440,42.031612,-87.747265
54A,Skokie Blvd & Main,10441,42.033438,-87.747217
54A,Skokie Blvd & Oakton,10438,42.02678,-87.746962
54A,Skokie Blvd & Searle,10439,42.029227,-87.74728
54A,Skokie Yellow Line Station,3562,42.039979,-87.7521675
54A,5420 W Old Orchard Rd,10451,42.062668,-87.763525
54A,Cicero & Ainslie,10487,41.969933,-87.747917
54A,Cicero & Albion,10472,42.000998,-87.748328
54A,Cicero & Argyle,10486,41.971793,-87.747948
54A,Cicero & Arthur,10473,41.999115,-87.748362
54A,Cicero & Belle Plaine,10202,41.955365,-87.747503
54A,Cicero & Berteau ,15189,41.956932,-87.747567
54A,Cicero & Berwyn,10483,41.978063,-87.748155
54A,Cicero & Cullom,10200,41.958958,-87.747677
54A,Cicero & Devon,10474,41.99701,-87.74844
54A,Cicero & Elston,10485,41.973112,-87.747995
54A,Cicero & Estes,10468,42.010233,-87.748107
54A,Cicero & Forest Glen,10480,41.985803,-87.748408
54A,Cicero & Foster,10484,41.97548,-87.748075
54A,Cicero & Glenlake,10477,41.991525,-87.748408
54A,Cicero & Hiawatha,10476,41.993273,-87.748408
54A,Cicero & Jarlath,15125,42.012832,-87.747948
54A,Cicero & Lawrence,10488,41.968137,-87.747805
54A,Cicero & Lunt,10469,42.00831,-87.748123
54A,Cicero & Montrose,10490,41.960857,-87.747677
54A,Cicero & North Shore,10471,42.002627,-87.748282
54A,Cicero & Pensacola,10491,41.960055,-87.747598
54A,Cicero & Peterson,15331,41.989523,-87.74844
54A,Cicero & Pratt,10470,42.004702,-87.748233
54A,Cicero & Rosemont,10475,41.995753,-87.748425
54A,Cicero & Sherwin,10466,42.014683,-87.747917
54A,Cicero & Wilson,10489,41.964488,-87.747725
54A,Dempster & Bronx,3560,42.040847,-87.750443
54A,Dempster & Bronx,3564,42.040735,-87.750872
54A,Dempster & Niles Center,3559,42.040813,-87.748472
54A,Dempster & Niles Center,3586,42.040695,-87.748488
54A,Dempster & Skokie Blvd,10455,42.040743,-87.747328
54A,Golf Road & Lamon,3577,42.055223,-87.748678
54A,Golf Road & Lavergne,3576,42.05523,-87.751127
54A,Irving Park & Avondale,10493,41.953577,-87.73075
54A,Irving Park & Keeler,5636,41.953577,-87.732625
54A,Irving Park & Kilbourn,16175,41.953427,-87.740525
54A,Irving Park & Kildare,5634,41.953538,-87.735565
54A,Irving Park & Kilpatrick ,5631,41.953418,-87.744753
54A,Irving Park & Kostner,5633,41.953507,-87.73822
54A,Irving Park & Milwaukee/Cicero,10492,41.953387,-87.746565
54A,Irving Park & Tripp,5635,41.953562,-87.734135
54A,Irving Park + Keystone,15535,41.953823,-87.730082
54A,Oakton Yellow Line Station,17675,42.028503,-87.747503
54A,Old Orchard Mall - Bloomingdales,3575,42.06078775,-87.75117025
54A,Old Orchard Mall - Macys,3574,42.059363,-87.750443
54A,Old Orchard Rd & Edens Sb Entrance Ramp,10453,42.062481,-87.757935
54A,Old Orchard Rd & Lavergne,14696,42.062438,-87.751842
54A,Old Orchard Rd & Skokie Court House,10450,42.063281,-87.7674675
54A,Old Orchard Rd & Woods,17866,42.062565,-87.760663
54A,Skokie Blvd & Church,3582,42.047728,-87.747042
54A,Skokie Blvd & Crain,10456,42.039105,-87.747217
54A,Skokie Blvd & Davis,3583,42.045963,-87.747042
54A,Skokie Blvd & Emerson,3580,42.051813,-87.74701
54A,Skokie Blvd & Fargo,10465,42.016512,-87.747852
54A,Skokie Blvd & Foster,3579,42.053093,-87.746993
54A,Skokie Blvd & Golf Road,3578,42.054673,-87.746993
54A,Skokie Blvd & Greenleaf,10457,42.037302,-87.747248
54A,Skokie Blvd & Greenwood/Niles Center,3585,42.042753,-87.747153
54A,Skokie Blvd & Gross Point,3581,42.049118,-87.747042
54A,Skokie Blvd & Grove,3584,42.04412,-87.74709
54A,Skokie Blvd & Howard,10463,42.019262,-87.747773
54A,Skokie Blvd & Jerome,10464,42.018022,-87.74782
54A,Skokie Blvd & Lee,10458,42.035497,-87.747265
54A,Skokie Blvd & Madison,10460,42.03177,-87.747375
54A,Skokie Blvd & Main,10459,42.033717,-87.747328
54A,Skokie Blvd & Oakton,10462,42.025857,-87.746645
54A,Skokie Yellow Line Station,3562,42.039979,-87.7521675
54B,3400 S Cicero,10402,41.831547,-87.743482
54B,3500 S Cicero,10401,41.829123,-87.74345
54B,3700 S. Cicero,18369,41.823862,-87.74337
54B,4542 W Cermak,6891,41.851495,-87.738602
54B,4542 W Cermak,6907,41.851295,-87.738188
54B,4632 W Cermak,6906,41.851288,-87.740605
54B,5000 W 73rd Street,10381,41.760243,-87.74701
54B,7100 S Cicero,10385,41.76421,-87.741765
54B,73rd Street & Cicero,10382,41.7603,-87.742322
54B,73rd Street & Leamington,10380,41.76018,-87.75049
54B,73rd Street & Linder,10378,41.760062,-87.759202
54B,73rd Street & Lockwood,10379,41.76014,-87.753972
54B,7424 S Central,10377,41.757025,-87.760965
54B,76th Ford City Dr & Cicero,10368,41.754402,-87.741335
54B,76th Street & Ford City Movie Theatre,15935,41.75430225,-87.73389325
54B,Cermak & 47th Avenue,17124,41.851263,-87.741955
54B,Cicero & 23rd Street,17992,41.84919833,-87.74413267
54B,Cicero & 24th Place,18370,41.846891,-87.744033
54B,Cicero & 28th Street,10408,41.8419655,-87.7437675
54B,Cicero & 29th Street,10407,41.840134,-87.743783
54B,Cicero & 30th Street,10406,41.838397,-87.743672
54B,Cicero & 31st Street,17698,41.837304,-87.7436005
54B,Cicero & 32nd Street,10404,41.834963,-87.743513
54B,Cicero & 43rd Street,17201,41.815223,-87.743243
54B,Cicero & 44th Street,10395,41.813062,-87.743195
54B,Cicero & 45th Street,10394,41.811242,-87.743148
54B,Cicero & 46th Street,10393,41.809422,-87.743083
54B,Cicero & 47th Street,4589,41.8075145,-87.742885
54B,Cicero & 48th Street,8128,41.8057025,-87.7428615
54B,Cicero & 49th Street,8127,41.803947,-87.742957
54B,Cicero & 50th Street,8126,41.802127,-87.742908
54B,Cicero & 51st Street,8125,41.800138,-87.74283
54B,Cicero & 53rd Street,10392,41.79651525,-87.742543
54B,Cicero & 55th Street,18185,41.7935156,-87.7420406
54B,Cicero & 63rd Street,4600,41.778245,-87.742147
54B,Cicero & 64th Street,3377,41.77652,-87.742115
54B,Cicero & 65th Street,10388,41.774652,-87.742035
54B,Cicero & 66th Street,10387,41.772792,-87.741972
54B,Cicero & 72nd Street,10384,41.761985,-87.74159
54B,Cicero & 73rd Street,10383,41.75925,-87.741622
54B,Cicero & 74th Place,16007,41.757128,-87.741542
54B,Cicero & Archer,4588,41.79909,-87.742798
54B,Cicero & Archer,4606,41.798502,-87.742735
54B,Cicero & Cermak (Pink Line),10272,41.85124,-87.74434
54B,Cicero & Marquette Rd,10386,41.771625,-87.741923
54B,Cicero & Pershing,16068,41.822345,-87.74338
54B,Cicero & State Road,10370,41.760053,-87.741638
54B,Cicero + 61st Street,4601,41.781995,-87.742242
54B,Cicero + 62nd Street,10389,41.78016,-87.742225
54B,Ford City + Jcpenny/ N-S Bus Bay (54b & 67),18295,41.756509,-87.73305
54B,Kostner & 74th Street (Solo Cup),15934,41.75777,-87.732515
54B,Kostner & 74th Street (Solo Cup),17896,41.758313,-87.732387
54B,Midway Orange Line Station,15761,41.786637,-87.738724
54B,St. Laurence/Queen Of Peace H.S.,2707,41.754368,-87.7600485
54B,3400 S Cicero,10345,41.831182,-87.743735
54B,3500 S Cicero,10346,41.830125,-87.743783
54B,3700 S. Cicero,18368,41.826016,-87.743692
54B,4542 W Cermak,6891,41.851495,-87.738602
54B,5000 W 73rd Street,10372,41.76026,-87.746502
54B,7100 S Cicero,17173,41.764337,-87.742098
54B,7150 S Cicero,17082,41.763263,-87.742003
54B,73rd Street & Cicero,10371,41.7603,-87.742305
54B,73rd Street & Leamington,10373,41.760212,-87.749807
54B,73rd Street & Linder,10375,41.760108,-87.758883
54B,73rd Street & Lockwood,10374,41.760172,-87.753383
54B,7424 S Central,10376,41.757145,-87.76106
54B,76th Street & Ford City Movie Theatre,15933,41.754298,-87.73378067
54B,Cermak & 47th Avenue,6893,41.8514665,-87.7415975
54B,Cicero & 23rd Street,18364,41.84912333,-87.74425967
54B,Cicero & 24th Place,18365,41.846587,-87.744132
54B,Cicero & 28th Street,10339,41.842475,-87.744038
54B,Cicero & 29th Street,18367,41.839883,-87.743973
54B,Cicero & 30th Street,10341,41.838652,-87.743878
54B,Cicero & 31st Street,10342,41.83703,-87.743863
54B,Cicero & 32nd Street,10343,41.835187,-87.743832
54B,Cicero & 43rd Street,4597,41.815382,-87.743482
54B,Cicero & 44th Street,10352,41.81322,-87.743353
54B,Cicero & 45th Street,10353,41.81171,-87.743387
54B,Cicero & 46th Street ,10354,41.809573,-87.743243
54B,Cicero & 47th Street,8120,41.807037,-87.743338
54B,Cicero & 48th Street,8121,41.805917,-87.743275
54B,Cicero & 49th Street,8122,41.804367,-87.743195
54B,Cicero & 50th Street,8123,41.802277,-87.74318
54B,Cicero & 51st Street,8124,41.800448,-87.7431
54B,Cicero & 53rd Street,10355,41.7968978,-87.742988
54B,Cicero & 55th Street,10635,41.792324,-87.741794
54B,Cicero & 63rd Street,4612,41.778705,-87.742385
54B,Cicero & 64th Street,3320,41.77675,-87.742273
54B,Cicero & 65th Street,10359,41.774295,-87.742273
54B,Cicero & 66th Street,10360,41.772768,-87.742242
54B,Cicero & 72nd Street,10363,41.7621035,-87.741972
54B,Cicero & 74th Place,15834,41.757558,-87.741765
54B,Cicero & Archer,4607,41.79814733,-87.743036
54B,Cicero & Cermak,10265,41.850843,-87.744308
54B,Cicero & Marquette Rd,10361,41.771275,-87.742147
54B,Cicero & Pershing,16069,41.82174,-87.743657
54B,Cicero & State Road,10364,41.758908,-87.741812
54B,Cicero + 61st Street,4611,41.782193,-87.74251975
54B,Cicero + 62nd Street,10358,41.780335,-87.742432
54B,Ford City + Jcpenny/ N-S Bus Bay (54b & 67),18295,41.756509,-87.73305
54B,Kostner & 74th Street (Solo Cup),17896,41.758313,-87.732387
54B,Midway Orange Line Station,14123,41.786242,-87.738357
54B,St. Laurence/Queen Of Peace H.S.,2707,41.754368,-87.7600485
55,3600 W 55th Street,10506,41.793305,-87.713583
55,4600 W 55th Street,10496,41.793035,-87.737585
55,55th Street & Albany,10512,41.793543,-87.700725
55,55th Street & Artesian,10518,41.793805,-87.68561
55,55th Street & Blackstone,10562,41.794798,-87.590448
55,55th Street & California,10515,41.793742,-87.693398
55,55th Street & Cottage Grove,10552,41.79499,-87.605787
55,55th Street & Dorchester,10561,41.79472,-87.591858
55,55th Street & Drexel,10553,41.79495,-87.603688
55,55th Street & Ellis,15193,41.79499,-87.60097
60,Blue Island & Wood,16019,41.85031,-87.671225
60,Cermak & 49th Avenue,6895,41.851343,-87.74658
60,Cermak & 50th Avenue,6896,41.851295,-87.749013
60,Cermak & Cicero (Pink Line),14892,41.851383,-87.744848
60,Cermak & Laflin,6861,41.852448,-87.6635
60,Cermak & Laramie,6897,41.851217,-87.753892
60,Cicero & 23rd Street,17992,41.84919833,-87.74413267
60,Cicero & 24th Place,18370,41.846891,-87.744033
60,Cicero & 24th Place Terminal,10269,41.84663033,-87.744334
60,Clinton & Harrison,6364,41.87454233,-87.64096333
60,Clinton & Jackson,6361,41.878017,-87.64109
60,Clinton & Madison,18125,41.8816292,-87.6412274
60,Clinton Blue Line Station,6363,41.875312,-87.640867
60,Harbor Drive & Randolph,6355,41.884979,-87.615107
60,Harbor Drive & Randolph,15416,41.8849085,-87.6157605
60,Harrison & Halsted,206,41.874168,-87.64759
60,Harrison & Jefferson,6365,41.87439567,-87.64225767
60,Harrison & Morgan,208,41.874367,-87.65161
60,Loomis & 18th Street,17271,41.85736,-87.661212
60,Loomis & Cermak,16186,41.852623,-87.661258
60,Loomis & Cullerton,17269,41.855253,-87.661338
60,Madison & Canal,5006,41.88191833,-87.63901267
60,Madison & Dearborn/State,18126,41.88202,-87.6291
60,Madison & Franklin,18124,41.881984,-87.635887
60,Madison & Lasalle,18123,41.882001,-87.632942
60,Madison & Wabash,450,41.882143,-87.62590763
60,Michigan + Washington,1106,41.88337758,-87.62444333
60,Racine & 13th Street,6370,41.865395,-87.656682
60,Racine & 14th Street,6371,41.863558,-87.656633
60,Racine & Cabrini,15402,41.870887,-87.656872
60,Racine & Harrison,6366,41.874065,-87.65703
60,Racine & Lexington,15401,41.872388,-87.65692
60,Racine & Roosevelt,15403,41.866705,-87.656728
60,Racine & Taylor,15292,41.868995,-87.656823
60,Randolph & Columbus,6359,41.884533,-87.620325
60,Randolph & Field Blvd,6357,41.884586,-87.617124
60,Randolph & Stetson,6360,41.88453467,-87.62202
60,Washington & State,448,41.8832257,-87.6272529
62,2300 S Halsted,5918,41.850843,-87.646365
62,327 W Roosevelt,313,41.86723,-87.635462
62,35th/Archer + Orange Line Station,15683,41.82894,-87.681238
62,Archer & 47th Street,4415,41.808388,-87.713457
62,Archer & 49th Street/Avers,15856,41.804303,-87.7201
62,Archer & Austin,4389,41.794123,-87.772313
62,Archer & Central,4393,41.795602,-87.762618
62,Archer & Cicero,4402,41.798525,-87.743195
62,Archer & Francisco ,4423,41.818275,-87.697403
62,Archer & Hamlin,4413,41.805107,-87.718782
62,Archer & Homan ,4418,41.811225,-87.7088
62,Archer & Kedzie,18287,41.81426,-87.703953
62,Archer & Keeler,4408,41.800855,-87.728413
62,Archer & Kilbourn,17879,41.79975,-87.735708
62,Archer & Kildare,17880,41.800473,-87.73083
62,Archer & Kilpatrick,4403,41.798978,-87.740637
62,Archer & Kolmar,17506,41.799503,-87.73733
62,Archer & Kostner,4406,41.800107,-87.733262
62,Archer & Lamon,4401,41.798217,-87.7455
62,Archer & Laramie,4397,41.797118,-87.752795
62,Archer & Lavergne,4400,41.797867,-87.747917
62,Archer & Lawndale,4414,41.806592,-87.716365
62,Archer & Leclaire,4398,41.797493,-87.750348
62,Archer & Linder,4394,41.79599,-87.760123
62,Archer & Lockwood,4396,41.796738,-87.755292
62,Archer & Long,4395,41.796372,-87.757675
62,Archer & Major,4392,41.795267,-87.76486
62,Archer & Mayfield,4390,41.794505,-87.769803
62,Archer & Meade,17577,41.793853,-87.774095
62,Archer & Melvina,15454,41.793527,-87.776463
62,Archer & Menard,18226,41.794917,-87.76716
62,Archer & Merrimac,4386,41.793185,-87.778385
62,Archer & Mulligan,15388,41.79259,-87.780595
62,Archer & Nashville,4383,41.792177,-87.786873
62,Archer & Natchez,4384,41.792223,-87.78441
62,Archer & Neva Terminal,4377,41.792097,-87.800098
62,Archer & New England,15507,41.792088,-87.7936695
62,Archer & Normandy,4382,41.792128,-87.789337
62,Archer & Nottingham,4378,41.791913,-87.799223
62,Archer & Oak Park,4381,41.792073,-87.791753
62,Archer & Pope John Paul Ii/43rd St,15029,41.8157,-87.701598
62,Archer & Pulaski,4411,41.802563,-87.722898
62,Archer & Sacramento,4422,41.816932,-87.699548
62,Archer & Sayre,4379,41.791985,-87.796712
62,Archer & Spaulding,4419,41.81233,-87.707076
62,Archer & St. Louis,4417,41.809763,-87.7112
62,Archer + 23rd Place,4452,41.85031,-87.639848
62,Archer + 33rd Place,4436,41.833533,-87.672465
62,Archer + 34th Street,4435,41.832652,-87.673943
62,Archer + 35th Street/Hoyne,4433,41.830117,-87.67798
62,Archer + 37th Street,4430,41.8266075,-87.6837185
62,Archer + 39th Place,4426,41.821915,-87.69141
62,Archer + Arch,4442,41.840885,-87.659478
62,Archer + Ashland,4439,41.837452,-87.666058
62,Archer + Bonfield,4444,41.842387,-87.656363
62,Archer + Brighton,4425,41.821238,-87.69254
62,Archer + California,4424,41.819888,-87.694702
62,Archer + Campbell/38th Street,4428,41.824315,-87.687485
62,Archer + Canal,4453,41.850922,-87.638705
62,Archer + Cermak/Princeton,4454,41.852663,-87.635112
62,Archer + Damen,4434,41.831642,-87.67558
62,Archer + Dearborn,4457,41.855675,-87.628833
62,Archer + Green,4448,41.846575,-87.6477
62,Archer + Lock,4441,41.8399935,-87.6613
62,Archer + Loomis/Fuller,4443,41.841712,-87.657778
62,Archer + Lowe,4450,41.848126,-87.644798
62,Archer + Normal,15118,41.849612,-87.640818
62,Archer + Oakley,4431,41.827781,-87.681838
62,Archer + Paulina,4438,41.836132,-87.66822
62,Archer + Pershing/Rockwell,7804,41.8231265,-87.6894635
62,Archer + Pitney Court,4440,41.839383,-87.66261
62,Archer + Poplar,4446,41.844302,-87.652422
62,Archer + Red Line Station,17443,41.85453,-87.631282
62,Archer + Senour,4447,41.845137,-87.650688
62,Archer + Throop,4445,41.843412,-87.654217
62,Archer + Wallace,4451,41.849055,-87.641867
62,Archer + Western Avenue,4429,41.825795,-87.6850605
62,Archer + Wood,4437,41.834622,-87.670717
62,Cicero & 53rd Street,10355,41.7968978,-87.742988
62,Cicero & 53rd Street,10392,41.79651525,-87.742543
62,Cicero & 55th Street,10635,41.792324,-87.741794
62,Cicero & 55th Street,18185,41.7935156,-87.7420406
62,Cicero & Archer,4606,41.798502,-87.742735
62,Dearborn + Adams,1880,41.879886,-87.629297
62,Dearborn + Congress,1877,41.87609,-87.629182
62,Dearborn + Harrison,1876,41.874858,-87.629156
62,Dearborn + Jackson,14508,41.878018,-87.629223
62,Dearborn + Madison,1882,41.882401,-87.629337
62,Dearborn + Marina City,1887,41.888309,-87.62947
62,Dearborn + Monroe,1881,41.881118,-87.629312
62,Dearborn + Polk,1875,41.872705,-87.62908
62,Dearborn + Randolph,1884,41.884798,-87.629408
62,Dearborn Between Lake + Wacker (Mb),1885,41.886352,-87.629453
62,Halsted & 14th Place,5926,41.862215,-87.646778
62,Halsted & 16th Street,5924,41.85979433,-87.64672067
62,Halsted & 18th Street,4615,41.8574,-87.646588
62,Halsted & Cermak,4614,41.852472,-87.646365
62,Halsted & Cullerton,5921,41.855207,-87.646588
62,Halsted & Maxwell,5928,41.864655,-87.646827
62,Karlov & Archer,3339,41.801125,-87.725807
62,Karlov & Archer,4508,41.8009615,-87.725926
62,Midway Orange Line Station,15761,41.786637,-87.738724
62,Narragansett & 55th Street,4666,41.792073,-87.781772
62,Narragansett & 56th Street,4665,41.79038,-87.781692
62,Pulaski Orange Line Station,4410,41.800187,-87.724265
62,Roosevelt & Canal,312,41.867167,-87.638832
62,Roosevelt & Clark,315,41.867278,-87.630885
62,Roosevelt & Delano,17516,41.867247,-87.63214
62,Roosevelt & Halsted,14459,41.867087,-87.646428
62,Roosevelt & Jefferson,310,41.867143,-87.642408
62,State + 11th Street,2354,41.869098,-87.627372
62,State + 13th Street,2352,41.865697,-87.627355
62,State + 14th Place,2350,41.862327,-87.627277
62,State + 14th Street,2351,41.863932,-87.627515
62,State + 16th Street,2349,41.860117,-87.627197
62,State + 18th Street,14761,41.85817,-87.627117
62,State + 9th Street,2355,41.8705505,-87.627401
62,State + Roosevelt,2353,41.867913,-87.627387
62,2300 S Halsted ,5812,41.850938,-87.646428
62,35th/Archer Orange Line Station,14136,41.828845,-87.68119
62,Archer & 33rd Street,17306,41.833923,-87.672115
62,Archer & 34th Street,4483,41.832835,-87.673895
62,Archer & 39th Place,4492,41.822027,-87.691522
62,Archer & 47th Street,4503,41.808127,-87.714108
62,Archer & 49th Street/Avers,4506,41.804303,-87.720355
62,Archer & Arch,4476,41.841307,-87.658907
62,Archer & Ashland,4479,41.8380095,-87.6653905
62,Archer & Austin,17575,41.794227,-87.772488
62,Archer & Bonfield,4474,41.842475,-87.656602
62,Archer & Brighton,4493,41.821223,-87.692793
62,Archer & California,4494,41.820222,-87.69443
62,Archer & Campbell/38th Street,4490,41.824903,-87.68677
62,Archer & Canal,4465,41.851367,-87.63837
62,Archer & Central,4524,41.795792,-87.76219
62,Archer & Cermak/Princeton,4464,41.853123,-87.634762
62,Archer & Cicero,4385,41.79868767,-87.74363033
62,Archer & Cicero,4515,41.798803,-87.742638
62,Archer & Damen,4484,41.83204,-87.675167
62,Archer & Dearborn,4461,41.856048,-87.628468
62,Archer & Francisco ,4495,41.818703,-87.696895
62,Archer & Grove,4466,41.849953,-87.640675
62,Archer & Hamlin,4505,41.805448,-87.718512
62,Archer & Homan,17109,41.811328,-87.708975
62,Archer & Kedzie,4498,41.814308,-87.704078
62,Archer & Keeler,4509,41.800918,-87.728732
62,Archer & Kilbourn,4512,41.79994,-87.735392
62,Archer & Kildare,4510,41.800632,-87.730638
62,Archer & Kilpatrick,4514,41.799145,-87.740382
62,Archer & Knox,17507,41.799377,-87.739142
62,Archer & Kostner,4511,41.800267,-87.733055
62,Archer & Lamon,4516,41.798407,-87.745245
62,Archer & Laramie,4520,41.797287,-87.752525
62,Archer & Lavergne,4517,41.798048,-87.747677
62,Archer & Lawndale,4504,41.806933,-87.716095
62,Archer & Leclaire,4519,41.79766,-87.750078
62,Archer & Linder,17573,41.796093,-87.760362
62,Archer & Lock,18236,41.840114,-87.661292
62,Archer & Lockwood,4521,41.796913,-87.754973
62,Archer & Long,4522,41.796538,-87.757373
62,Archer & Loomis/Fuller,4475,41.841973,-87.657635
62,Archer & Lowe,4468,41.848355,-87.644427
62,Archer & Major,4525,41.795435,-87.764622
62,Archer & Mayfield,17574,41.794608,-87.770088
62,Archer & Meade,4529,41.793925,-87.774397
62,Archer & Melvina,4530,41.79355,-87.776843
62,Archer & Menard,4526,41.795053,-87.767037
62,Archer & Merrimac,4531,41.7934,-87.77794
62,Archer & Mulligan,17576,41.792637,-87.780977
62,Archer & Nashville,4536,41.792303,-87.786572
62,Archer & Natchez,4535,41.79235,-87.784108
62,Archer & Neva Terminal,4377,41.792097,-87.800098
62,Archer & New England,4539,41.79216,-87.793898
62,Archer & Normandy,4537,41.792247,-87.788987
62,Archer & Nottingham,4541,41.792048,-87.798873
62,Archer & Oak Park,4538,41.792208,-87.791435
62,Archer & Oakley,4487,41.82798367,-87.68176
62,Archer & Paulina,4480,41.836212,-87.66838
62,Archer & Pershing/Rockwell,4491,41.82292,-87.6899725
62,Archer & Pitney Court,4478,41.839303,-87.663038
62,Archer & Pope John Paul Ii/43rd St,15030,41.815255,-87.702617
62,Archer & Poplar,4472,41.844493,-87.65231
62,Archer & Pulaski,4507,41.802532,-87.723232
62,Archer & Sacramento,4496,41.81725,-87.699247
62,Archer & Sayre,4540,41.79212,-87.796315
62,Archer & Senour,4471,41.84543,-87.650482
62,Archer & Spaulding ,4499,41.81291,-87.70632
62,Archer & St. Louis,18288,41.809739,-87.711435
62,Archer & Throop,14504,41.843388,-87.654615
62,Archer & Wallace,4467,41.84892,-87.64263
62,Archer & Wentworth,4463,41.85461,-87.631727
62,Archer & Western Avenue,4489,41.8259515,-87.6850765
62,Archer & Wood,4481,41.835003,-87.67035
62,Archer + 35th Street/Hoyne,4485,41.830522,-87.677598
62,Cicero & 53rd Street,10355,41.7968978,-87.742988
62,Cicero & 53rd Street,10392,41.79651525,-87.742543
62,Cicero & 55th Street,10635,41.792324,-87.741794
62,Cicero & 55th Street,18185,41.7935156,-87.7420406
62,Cicero & Archer,4607,41.79814733,-87.743036
62,Halsted & 14th Place,5804,41.862502,-87.646827
62,Halsted & 16th Street,5806,41.859688,-87.646715
62,Halsted & 18th Street,17904,41.857265,-87.646715
62,Halsted & Canalport,15353,41.8543,-87.646588
62,Halsted & Cermak,15354,41.852328,-87.646572
62,Halsted & Cullerton,5809,41.85546,-87.646572
62,Halsted & Maxwell,5802,41.86487,-87.646858
62,Halsted & Roosevelt,17366,41.866808,-87.646953
62,Halsted Orange Line Station,14137,41.846732,-87.6481585
62,Karlov & Archer,4508,41.8009615,-87.725926
62,Leavitt + 35th Street,4486,41.829973,-87.680253
62,Midway Orange Line Station,15761,41.786637,-87.738724
62,Pulaski Orange Line Station,15684,41.800163,-87.724392
62,Roosevelt + 300 West,326,41.867397,-87.635542
62,Roosevelt + Canal (Cps),327,41.867357,-87.638832
62,Roosevelt + Clark,15377,41.86746367,-87.630964
62,Roosevelt + Delano Court,17517,41.867492,-87.63303
62,Roosevelt + Jefferson,18174,41.867288,-87.642505
62,State & 11th Street,15563,41.869042,-87.627547
62,State & 13th Street,2377,41.86576,-87.62734
62,State & 14th Street,2378,41.86425,-87.627498
62,State & 15th Street,2379,41.862048,-87.627277
62,State & 16th Street,15357,41.859863,-87.627323
62,State & 18th Street,2382,41.857495,-87.627245
62,State & 9th Street,17592,41.87017,-87.627467
62,State & Harrison/Congress,1431,41.874807,-87.627682
62,State & Jackson,1429,41.878394,-87.627757
62,State & Lake,1423,41.885902,-87.628041
62,State & Marina City,2370,41.888578,-87.628167
62,State & Monroe,1427,41.880988,-87.627823
62,State & Polk,17590,41.87194225,-87.6275135
62,State & Roosevelt,2376,41.86765167,-87.627499
62,State & Van Buren,1430,41.877075,-87.627723
62,State & Washington,1425,41.883445,-87.627966
62H,63rd Street & 73rd Avenue,4649,41.777155,-87.803595
62H,63rd Street & 74th Avenue,4648,41.777187,-87.80601
62H,63rd Street & 75th Avenue,4647,41.777132,-87.80849
62H,63rd Street & 76th Avenue,4646,41.777052,-87.810907
62H,63rd Street & Archer,4645,41.776997,-87.813847
62H,63rd Street & Archer Terminal,15926,41.776845,-87.81472
62H,Archer & Austin,4389,41.794123,-87.772313
62H,Archer & Central,4393,41.795602,-87.762618
62H,Archer & Cicero,4402,41.798525,-87.743195
62H,Archer & Lamon,4401,41.798217,-87.7455
62H,Archer & Laramie,4397,41.797118,-87.752795
62H,Archer & Lavergne,4400,41.797867,-87.747917
62H,Archer & Leclaire,4398,41.797493,-87.750348
62H,Archer & Linder,4394,41.79599,-87.760123
62H,Archer & Lockwood,4396,41.796738,-87.755292
62H,Archer & Long,4395,41.796372,-87.757675
62H,Archer & Major,4392,41.795267,-87.76486
62H,Archer & Mayfield,4390,41.794505,-87.769803
62H,Archer & Meade,17577,41.793853,-87.774095
62H,Archer & Melvina,15454,41.793527,-87.776463
62H,Archer & Menard,18226,41.794917,-87.76716
62H,Archer & Merrimac,4386,41.793185,-87.778385
62H,Archer & Mulligan,15388,41.79259,-87.780595
62H,Archer & Nashville,4383,41.792177,-87.786873
62H,Archer & Natchez,4384,41.792223,-87.78441
62H,Archer & New England,15507,41.792088,-87.7936695
62H,Archer & Normandy,4382,41.792128,-87.789337
62H,Archer & Nottingham,4378,41.791913,-87.799223
62H,Archer & Oak Park,4381,41.792073,-87.791753
62H,Archer & Sayre,4379,41.791985,-87.796712
62H,Cicero & 53rd Street,10355,41.7968978,-87.742988
62H,Cicero & 55th Street,10635,41.792324,-87.741794
62H,Harlem & 56th Street,7659,41.790125,-87.801353
